,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Temperature Max,Wind Speed
51,Waipawa,4,NZ,1559361695,78,-39.94,176.59,48.0,21.99
52,Lebu,88,ET,1559361695,85,8.96,38.73,56.58,1.7
53,Pevek,0,RU,1559361695,79,69.7,170.27,36.96,14.83
54,Qaanaaq,70,GL,1559361696,85,77.48,-69.36,22.56,3.56
55,Kaitangata,83,NZ,1559361696,69,-46.28,169.85,43.0,5.01
56,Husavik,0,CA,1559361697,60,50.56,-96.99,50.0,7.09
57,Ribeira Grande,80,PT,1559361123,92,38.52,-28.7,66.48,16.24
58,Kahului,40,US,1559361697,61,20.89,-156.47,84.0,18.34
59,Caravelas,0,BR,1559361697,83,-17.73,-39.27,75.66,6.82
60,Mikumi,19,TZ,1559361698,87,-7.4,36.98,60.9,3.36
61,Connersville,1,US,1559361698,93,39.64,-85.14,66.0,6.93
62,Bambous Virieux,75,MU,1559361698,100,-20.34,57.76,73.99,9.17
63,Rikitea,60,PF,1559361352,85,-23.12,-134.97,75.48,10.83
64,Gimli,0,CA,1559361699,60,50.63,-96.99,50.0,5.17
65,Longyearbyen,0,NO,1559361699,73,78.22,15.63,32.0,23.04
66,Carberry,20,CA,1559361700,46,49.87,-99.36,53.6,6.93
67,Airai,92,TL,1559361700,51,-8.93,125.41,86.1,7.36
68,Lerwick,100,GB,1559361700,100,60.15,-1.15,48.2,11.41
69,Finnsnes,75,NO,1559361700,80,69.23,17.98,41.0,16.11
70,Natal,20,BR,1559361701,83,-5.81,-35.21,75.2,5.82
71,Tezu,18,IN,1559361701,41,27.93,96.16,85.74,3.67
72,Faanui,12,PF,1559361357,70,-16.48,-151.75,82.86,6.91
73,Albany,1,US,1559361702,87,42.65,-73.75,61.0,5.39
74,Khatanga,80,RU,1559361127,44,71.98,102.47,61.62,13.65
75,Tazmalt,40,DZ,1559361702,100,36.39,4.4,55.4,9.17
76,Rantauprapat,75,ID,1559361703,63,2.1,99.83,80.88,3.6
77,Skibbereen,75,IE,1559361703,100,51.55,-9.27,51.8,1.12
78,Los Llanos de Aridane,1,ES,1559361703,82,28.66,-17.92,66.2,10.29
79,Boueni,0,YT,1559361704,74,-12.9,45.08,80.6,23.04
80,Xuddur,61,SO,1559361704,84,4.12,43.89,72.06,15.37
81,Axim,100,GH,1559361704,87,4.87,-2.24,77.64,10.11
82,Aljezur,1,PT,1559361704,56,37.31,-8.8,69.01,7.27
83,Vaini,75,IN,1559361411,83,15.34,74.49,78.8,3.36
84,Margate,7,AU,1559361469,69,-43.03,147.26,59.0,1.99
85,Ostersund,56,SE,1559361446,75,63.18,14.64,43.0,8.05
86,Forestville,20,CA,1559361705,52,48.74,-69.09,46.4,6.93
87,Bluff,67,AU,1559360936,31,-23.58,149.07,66.3,10.76
88,Fortuna,0,ES,1559361706,62,38.18,-1.13,61.0,4.7
89,Lasa,0,CY,1559361753,72,34.92,32.53,69.8,6.93
90,Troitsko-Pechorsk,18,RU,1559361753,55,62.71,56.19,56.76,5.68
91,Arraial do Cabo,17,BR,1559361754,81,-22.97,-42.02,76.2,1.9
92,New Norfolk,20,AU,1559361754,55,-42.78,147.06,60.8,10.29
93,Acapulco,75,MX,1559361754,74,16.86,-99.88,84.2,8.05
94,Komsomolskiy,100,RU,1559361754,94,67.55,63.78,30.3,3.47
95,Port Blair,100,IN,1559361731,73,11.67,92.75,85.92,12.8
96,Sao Joao da Barra,0,BR,1559361713,80,-21.64,-41.05,72.42,6.15
97,Atuona,14,PF,1559361590,76,-9.8,-139.03,82.5,15.1
98,Bredasdorp,0,ZA,1559361755,87,-34.53,20.04,46.0,2.24
99,Lorengau,92,PG,1559361756,87,-2.02,147.27,82.5,7.74
100,Naze,100,NG,1559361756,97,5.43,7.07,72.06,3.27
101,Port Macquarie,90,AU,1559361756,72,-31.43,152.91,68.0,8.05
102,Valparaiso,1,US,1559361757,77,41.47,-87.06,73.0,6.93
103,Athabasca,7,CA,1559361757,57,54.72,-113.29,63.6,4.97
104,Te Anau,95,NZ,1559361757,82,-45.41,167.72,35.88,4.52
105,Puerto Ayora,19,EC,1559361074,85,-0.74,-90.35,74.94,8.16
106,Manokwari,18,ID,1559361758,60,-0.87,134.08,83.76,7.34
107,Luwuk,86,ID,1559361758,90,-0.95,122.79,70.98,3.98
108,Punta Arenas,90,CL,1559361759,93,-53.16,-70.91,37.4,12.75
109,Qaqortoq,5,GL,1559361759,74,60.72,-46.03,35.6,2.28
110,Egvekinot,24,RU,1559361759,67,66.32,-179.17,40.38,10.18
111,Yeppoon,75,AU,1559361760,48,-23.13,150.74,62.6,5.82
112,Yakovlevka,2,RU,1559361760,45,44.43,133.47,67.38,8.23
113,Thunder Bay,20,CA,1559361642,70,48.41,-89.26,51.01,3.36
114,Cascais,0,PT,1559361761,56,38.7,-9.42,72.0,5.82
115,Butaritari,79,KI,1559361183,74,3.07,172.79,83.94,9.35
116,Peniche,0,PT,1559361761,56,39.36,-9.38,72.0,5.82
117,Saint-Augustin,0,FR,1559361761,93,44.83,-0.61,57.2,4.03
118,Karratha,0,AU,1559361762,11,-20.74,116.85,77.1,23.35
119,Carupano,66,VE,1559361610,79,10.67,-63.26,75.3,2.91
120,Yellowknife,40,CA,1559361762,42,62.45,-114.38,48.2,3.36
121,Saravan,0,AM,1559361762,48,39.72,45.65,66.2,2.24
122,Saint-Leu,0,RE,1559361763,68,-21.15,55.28,73.99,6.93
123,Sokoni,61,CD,1559361763,70,-12.89,28.78,49.38,3.78
124,Constitucion,40,MX,1559361764,29,23.99,-104.67,77.0,8.05
125,Chuy,78,UY,1559361408,64,-33.69,-53.46,60.0,5.5
126,Shimoda,75,JP,1559361764,73,34.7,138.93,80.01,6.93
127,Juneau,90,US,1559361764,93,58.3,-134.42,57.2,12.75
128,Pangnirtung,44,CA,1559361765,66,66.15,-65.72,42.18,1.95
129,Pearl Lagoon,69,NI,1559361765,85,12.34,-83.67,76.56,1.21
130,Badnawar,5,IN,1559361765,49,23.02,75.23,89.6,11.41
131,Tura,6,IN,1559361766,67,25.52,90.21,86.64,4.68
132,Zelenoborskiy,70,RU,1559361766,68,66.84,32.36,43.98,14.41
133,Porto Novo,40,BR,1559361766,88,-23.68,-45.44,66.2,8.57
134,Kupang,88,ID,1559361766,65,-10.16,123.6,84.12,20.33
135,Harper,1,US,1559361813,78,30.3,-99.24,77.0,8.59
136,Chokurdakh,29,RU,1559361408,65,70.62,147.9,43.26,12.66
137,Channarayapatna,20,IN,1559361814,100,13.25,77.8,86.0,10.29
138,Darab,0,IR,1559361814,26,28.75,54.55,70.08,0.56
139,Alofi,75,NU,1559361814,69,-19.06,-169.92,78.8,6.93
140,Tingo Maria,100,PE,1559361815,81,-9.29,-76.01,34.44,2.08
141,Georgetown,40,GY,1559361815,100,6.8,-58.16,75.2,2.24
142,Sabaudia,0,IT,1559361816,87,41.3,13.03,57.0,4.7
143,Iquitos,0,PE,1559361816,88,-3.75,-73.25,78.8,1.66
144,Tiksi,77,RU,1559361816,95,71.64,128.87,33.72,4.88
145,Upernavik,96,GL,1559361816,89,72.79,-56.15,30.3,9.78
146,Yulin,0,CN,1559361817,22,38.3,109.75,72.6,9.42
147,Alaca,15,TR,1559361817,74,40.17,34.84,61.8,3.94
148,Wucheng,77,CN,1559361817,70,29.09,119.57,74.22,3.02
149,Saskylakh,18,RU,1559361352,56,71.97,114.09,53.16,17.27
150,Brae,100,GB,1559361818,93,60.4,-1.35,48.2,6.93
151,Ajaccio,0,FR,1559361818,82,41.93,8.74,57.2,9.17
152,Saint Anthony,1,US,1559361819,58,43.97,-111.68,59.0,5.82
153,Vysokogornyy,100,RU,1559361819,96,50.1,139.13,47.22,3.89
154,Lata,37,IN,1559361819,48,30.78,78.62,45.42,3.29
155,Natchez,1,US,1559361820,83,31.56,-91.4,78.8,5.14
156,Betafo,40,MG,1559361820,89,-19.84,46.86,47.58,4.43
157,Vila Velha,40,BR,1559361820,69,-3.71,-38.6,86.0,9.17
158,Victoria,75,BN,1559361821,66,5.28,115.24,91.4,4.7
159,Koumac,95,NC,1559361821,75,-20.56,164.28,73.68,21.94
160,Soe,0,EE,1559361821,93,57.91,26.05,46.0,5.82
161,Iqaluit,20,CA,1559361822,80,63.75,-68.52,33.8,3.36
162,Half Moon Bay,40,US,1559361822,82,37.46,-122.43,66.0,16.11
163,Pomabamba,100,PE,1559361822,87,-8.82,-77.46,30.66,0.36
164,Labuhan,58,ID,1559361823,60,-2.54,115.51,89.52,1.5
165,Sao Filipe,1,CV,1559361823,88,14.9,-24.5,72.96,19.01
166,Saintes,0,FR,1559361823,77,45.74,-0.63,60.8,2.24
167,Ilulissat,22,GL,1559361823,69,69.22,-51.1,39.2,6.64
168,Lagoa,0,PT,1559361824,64,37.14,-8.45,69.01,8.05
169,Meulaboh,100,ID,1559361819,74,4.14,96.13,83.22,2.77
170,Provideniya,1,RU,1559361824,53,64.42,-173.23,51.18,1.68
171,Tuatapere,100,NZ,1559361825,79,-46.13,167.69,43.0,8.01
172,Port Lincoln,99,AU,1559361825,76,-34.72,135.86,59.28,10.02
173,Varhaug,75,NO,1559361825,93,58.61,5.65,53.6,20.8
174,Belyy Yar,0,RU,1559361826,71,53.6,91.39,55.4,8.95
175,Carnarvon,0,ZA,1559361359,69,-30.97,22.13,48.12,3.27
176,Bartica,40,GY,1559361826,100,6.41,-58.62,75.2,2.24
177,Carutapera,100,BR,1559361826,91,-1.2,-46.02,77.64,4.65
178,Namtsy,75,RU,1559361827,58,62.72,129.66,53.6,8.95
179,Nioro,3,GM,1559361827,45,13.79,-15.05,80.88,9.15
180,Hovd,20,NO,1559361828,86,63.83,10.7,48.0,9.17
181,Verkhoyansk,88,RU,1559361873,51,67.55,133.39,54.78,8.77
182,Lixourion,20,GR,1559361873,93,38.2,20.43,69.01,13.87
183,Camacupa,27,AO,1559361874,59,-12.02,17.48,54.78,2.71
184,Praia,0,BR,1559361874,93,-20.25,-43.81,62.6,3.76
185,Narsaq,5,GL,1559361419,74,60.91,-46.05,35.6,2.28
186,Amnat Charoen,100,TH,1559361874,62,15.86,104.63,87.18,6.02
187,Hirara,75,JP,1559361875,94,24.8,125.28,80.6,9.17
188,Souillac,0,FR,1559361875,77,45.6,-0.6,60.8,2.24
189,Jepara,72,ID,1559361876,69,-5.21,105.74,85.56,4.52
190,San Quintin,9,PH,1559361876,47,17.54,120.52,94.02,6.76
191,Chara,20,GR,1559361876,76,39.42,22.43,57.2,4.7
192,Torbay,90,CA,1559361877,87,47.66,-52.73,35.01,9.17
193,Parthenay,0,FR,1559361877,93,46.65,-0.25,55.99,2.24
194,Dikson,100,RU,1559361877,97,73.51,80.55,32.46,10.94
195,Tasiilaq,12,GL,1559361878,80,65.61,-37.64,30.2,5.82
196,Vestmanna,100,FO,1559361878,87,62.16,-7.17,42.8,9.17
197,Norman Wells,75,CA,1559361411,62,65.28,-126.83,57.2,16.11
198,Nishihara,75,JP,1559361878,64,35.74,139.53,82.0,4.7
199,Mersing,44,MY,1559361879,51,2.43,103.84,93.3,1.68
200,Isla Mujeres,40,MX,1559361601,83,21.23,-86.73,82.4,2.24
201,Ust-Kuyga,83,RU,1559361879,70,70.0,135.55,44.34,11.77
202,Fairbanks,90,US,1559361784,87,64.84,-147.72,57.0,3.36
203,Khasan,1,RU,1559361880,37,42.43,130.64,73.14,6.4
204,Zhigansk,0,RU,1559361880,35,66.77,123.37,58.92,11.45
205,Ponta do Sol,0,BR,1559361880,94,-20.63,-46.0,62.52,3.6
206,Kalianget,20,ID,1559361881,58,-7.35,109.91,86.0,6.93
207,Aklavik,5,CA,1559361881,24,68.22,-135.01,59.0,12.75
208,Sambava,30,MG,1559361881,98,-14.27,50.17,66.48,2.26
209,Yakuplu,15,TR,1559361881,63,39.43,38.59,65.22,1.39
210,Moron,100,VE,1559361882,92,10.49,-68.2,75.84,0.78
211,Nikolskoye,0,RU,1559361882,76,59.7,30.79,48.99,6.71
212,Tigzirt,0,DZ,1559361882,67,36.57,4.2,49.74,4.47
213,Flin Flon,0,CA,1559361883,34,54.77,-101.88,50.28,10.42
214,Piranhas,13,BR,1559361883,97,-9.61,-37.76,69.36,4.88
215,Ocos,75,GT,1559361883,100,14.51,-92.19,77.0,4.88
216,Teeli,25,RU,1559361884,40,51.01,90.2,55.5,5.06
217,Taoudenni,0,ML,1559361884,11,22.68,-3.98,94.2,11.36
218,Gloversville,1,US,1559361884,87,43.05,-74.34,61.0,4.25
219,Teahupoo,75,PF,1559361884,74,-17.83,-149.27,80.6,10.29
220,Kalaleh,90,IR,1559361628,93,37.38,55.49,64.4,13.02
221,Hami,0,CN,1559361885,11,42.84,93.51,80.52,1.74
222,Atbasar,66,KZ,1559361885,57,51.81,68.36,72.42,6.38
223,Katsuura,75,JP,1559361886,50,33.93,134.5,75.2,10.29
224,Tevaitoa,8,PF,1559361886,70,-16.78,-151.5,82.68,7.76
225,Cherskiy,100,RU,1559361886,35,68.75,161.3,61.44,7.83
226,East London,12,ZA,1559361098,89,-33.02,27.91,56.4,1.95
227,Igrim,0,RU,1559361933,57,63.19,64.42,50.28,4.59
228,Kjollefjord,10,NO,1559361933,77,70.95,27.35,42.72,5.86
229,Roald,0,NO,1559361934,87,62.58,6.12,44.6,14.99
230,Esperance,91,TT,1559361934,78,10.24,-61.45,79.0,5.82
231,Litovko,51,RU,1559361934,62,49.24,135.18,61.98,5.26
232,Nanortalik,3,GL,1559361935,86,60.14,-45.24,34.98,3.33
233,Ancud,90,CL,1559361935,100,-41.87,-73.83,50.0,13.87
234,Veraval,0,FR,1559361935,100,49.65,0.71,55.99,3.36
235,Saint George,20,GR,1559361935,76,39.45,22.34,57.2,4.7
236,Wenatchee,1,US,1559361703,36,47.42,-120.31,77.0,13.87
237,Lubu,98,CN,1559361936,76,23.17,112.28,84.66,3.13
238,Khandyga,100,RU,1559361936,65,62.65,135.58,55.14,2.39
239,Beringovskiy,78,RU,1559361937,47,63.05,179.32,53.88,5.59
240,San Cristobal,75,EC,1559361407,100,-0.39,-78.55,55.4,2.24
241,Gizo,20,IL,1559361937,83,31.8,34.94,73.99,4.7
242,Porto Belo,75,BR,1559361937,93,-27.15,-48.54,68.0,4.7
243,Mumford,94,GH,1559361938,94,5.26,-0.76,74.58,3.74
244,Namatanai,100,PG,1559361938,74,-3.66,152.44,82.5,8.3
245,Zlate Moravce,0,SK,1559361938,87,48.39,18.4,57.0,5.82
246,Bose,0,IT,1559361939,72,45.46,8.01,61.0,3.36
247,Mahajanga,20,MG,1559361742,73,-15.72,46.32,71.6,2.24
248,Tucupita,82,VE,1559361939,76,9.06,-62.05,78.72,8.1
249,Omsukchan,100,RU,1559361940,43,62.53,155.8,61.26,12.37
250,Mongo,100,CF,1559361940,93,4.83,22.92,69.72,2.55
251,Mehran,0,IR,1559361940,31,33.12,46.17,73.4,2.24
252,Outjo,0,NA,1559361940,43,-20.11,16.16,55.4,2.24
253,Estancia,1,US,1559361941,42,34.76,-106.06,73.99,8.05
254,Shenjiamen,62,CN,1559361941,72,29.96,122.3,69.54,6.93
255,Padang,100,ID,1559361941,72,-0.92,100.36,83.4,4.9
256,Izhma,82,RU,1559361942,44,65.01,53.91,55.68,9.1
257,Bilibino,87,RU,1559361942,87,68.06,166.44,46.86,4.18
258,Guaimaro,75,CO,1559361942,94,10.58,-74.71,79.0,6.93
259,Boende,100,CD,1559361943,98,-0.28,20.88,69.9,1.16
260,Ewa Beach,1,US,1559361943,54,21.32,-158.01,87.01,10.29
261,Pozo Colorado,97,PY,1559361944,90,-23.49,-58.8,63.06,5.53
262,Wawa,84,NG,1559361944,83,9.9,4.41,76.56,7.54
263,Aksaray,20,TR,1559361945,100,38.37,34.03,55.4,2.24
264,Diamantino,59,BR,1559361945,59,-14.4,-56.44,76.02,3.42
265,Ushumun,66,RU,1559361946,31,52.78,126.54,65.58,5.59
266,Raudeberg,100,NO,1559361946,81,61.99,5.14,46.4,9.17
267,Bandarbeyla,100,SO,1559361993,81,9.49,50.81,76.56,18.12
268,Boa Vista,75,BR,1559361951,88,2.82,-60.67,77.0,3.36
269,Wadi Maliz,0,TN,1559361994,87,36.47,8.55,57.2,5.82
270,Kobryn,0,BY,1559361995,87,52.21,24.36,53.6,2.24
271,Hualmay,27,PE,1559361995,93,-11.1,-77.61,62.16,16.73
272,Melfi,40,IT,1559361995,82,41.0,15.66,55.4,12.75
273,Leningradskiy,95,RU,1559361995,92,69.38,178.42,33.36,7.9
274,Aranos,0,NA,1559361996,38,-24.14,19.11,58.92,5.93
275,Awbari,92,LY,1559361996,41,26.59,12.77,78.0,18.5
276,Comodoro Rivadavia,0,AR,1559361996,93,-45.87,-67.48,42.8,5.41
277,Avallon,1,FR,1559361997,93,47.49,3.91,55.68,2.24
278,Vardo,1,US,1559361997,73,39.62,-77.74,69.8,3.94
279,Yulara,0,AU,1559361997,38,-25.24,130.99,59.0,17.22
280,Pennagaram,20,IN,1559361998,58,12.13,77.9,87.8,6.93
281,Guerrero Negro,0,MX,1559361998,84,27.97,-114.04,64.14,13.53
282,Robertsganj,0,IN,1559361998,47,24.69,83.07,95.82,8.99
283,Kadipur,0,IN,1559361998,47,26.16,82.38,95.82,12.01
284,Campo Grande,0,BR,1559361807,78,-20.46,-54.62,71.6,6.93
285,Berlevag,0,NO,1559361999,82,70.86,29.09,41.64,2.95
286,Zakamensk,100,RU,1559361999,87,50.38,103.29,42.54,8.95
287,Westport,100,IE,1559362000,88,53.8,-9.52,54.0,12.68
288,Mirnyy,65,RU,1559362000,83,56.57,36.46,52.98,5.23
289,Surt,100,LY,1559362000,88,31.21,16.59,66.84,12.59
290,Butembo,77,CD,1559362001,88,0.12,29.29,63.06,3.11
291,Omboue,100,GA,1559362001,85,-1.57,9.26,77.1,14.32
292,Hamilton,75,BM,1559362001,94,32.3,-64.78,75.2,9.17
293,Kinsale,75,IE,1559361708,100,51.71,-8.52,51.8,1.12
294,Bang Saphan,20,TH,1559362002,63,11.21,99.51,91.4,5.82
295,Bathsheba,40,BB,1559362002,74,13.22,-59.52,80.6,16.11
296,Upata,100,VE,1559362002,89,8.02,-62.41,74.58,7.07
297,Taltal,0,CL,1559362003,66,-25.41,-70.49,60.54,5.01
298,Limon,40,US,1559362003,71,39.26,-103.69,59.0,16.11
299,Saquarema,20,BR,1559362003,94,-22.93,-42.51,77.0,3.36
300,Cabo San Lucas,5,MX,1559361957,72,22.89,-109.91,80.6,24.16
301,Vao,0,EE,1559362004,63,59.1,26.19,45.96,9.08
302,Makakilo City,1,US,1559362004,54,21.35,-158.09,87.01,10.29
303,Neuquen,75,AR,1559362005,87,-38.95,-68.06,48.2,3.96
304,Krasnyy Chikoy,100,RU,1559362005,51,50.36,108.75,63.06,3.33
305,Vila,0,IT,1559362006,87,45.18,8.4,63.0,6.93
306,Lompoc,90,US,1559362006,93,34.64,-120.46,57.99,3.36
307,Pisco,90,PE,1559362007,77,-13.71,-76.2,66.2,5.82
308,Nabire,85,ID,1559362007,78,-3.36,135.5,82.68,0.85
309,Igarka,100,RU,1559362007,97,67.47,86.57,35.16,11.05
310,Mandera,55,ET,1559362008,62,3.94,41.86,80.01,1.99
311,Artigas,95,BR,1559362008,96,-30.4,-56.46,52.26,7.11
312,Panguiranan,100,PH,1559362053,73,12.07,123.32,87.0,10.83
313,Khorixas,0,NA,1559362053,40,-20.37,14.96,66.48,3.18
314,Hobbs,90,US,1559361833,73,32.7,-103.14,73.4,11.41
315,Kibala,20,TD,1559362054,83,9.11,18.35,77.0,2.13
316,Codrington,90,AU,1559362054,60,-28.95,153.24,69.01,11.41
317,Ampanihy,1,MG,1559362054,92,-24.69,44.75,64.32,6.71
318,Guymon,1,US,1559362055,88,36.68,-101.48,69.8,9.17
319,Mogadishu,40,SO,1559362055,83,2.04,45.34,77.82,10.27
320,Sinnamary,97,GF,1559362055,83,5.38,-52.96,80.88,10.47
321,Khor,13,RU,1559361469,64,47.88,134.96,63.6,5.91
322,Banda Aceh,100,ID,1559362056,74,5.56,95.32,84.48,8.34
323,Touros,20,BR,1559362056,94,-5.2,-35.46,75.2,4.7
324,Petropavlovsk-Kamchatskiy,90,RU,1559362056,100,53.05,158.65,44.6,8.95
325,Challapata,10,BO,1559362057,45,-18.9,-66.78,41.64,3.91
326,Fort Dodge,1,US,1559362057,77,42.5,-94.17,72.0,9.17
327,Mana,90,RS,1559362057,100,43.52,20.24,55.4,9.17
328,Thompson,40,CA,1559362058,60,55.74,-97.86,39.2,9.17
329,Dwarka,0,IN,1559362058,27,28.58,77.04,99.0,4.7
330,Imperia,0,IT,1559362058,63,43.88,8.02,62.6,3.36
331,Ixtapa,90,MX,1559362059,88,20.71,-105.21,77.0,5.82
332,Belorechensk,40,RU,1559362059,88,44.77,39.87,68.0,4.47
333,Faya,40,SA,1559362059,40,18.39,42.45,69.8,6.2
334,Uvat,64,RU,1559362060,41,59.14,68.9,57.3,8.99
335,Angoche,46,MZ,1559362060,89,-16.23,39.91,67.38,7.05
336,Tolmezzo,0,IT,1559362061,82,46.41,13.02,57.0,1.01
337,Gorele,0,TR,1559362061,77,41.03,39.0,70.0,3.36
338,Sorong,83,ID,1559362061,78,-0.86,131.25,85.02,2.15
339,Abha,40,SA,1559362062,40,18.22,42.5,69.8,8.3
340,Jimeta,99,NG,1559362062,58,9.28,12.44,83.94,9.62
341,Pokhara,2,NP,1559362062,46,28.21,83.99,65.4,5.88
342,Lanjaghbyur,0,AM,1559362062,43,40.27,45.14,69.8,2.24
343,Muros,0,ES,1559362063,82,42.77,-9.06,66.0,2.24
344,Cap Malheureux,75,MU,1559362063,100,-19.98,57.61,75.0,9.17
345,Hasaki,75,JP,1559362063,57,35.73,140.83,81.0,8.05
346,Kamariotissa,20,GR,1559362064,87,40.48,25.47,64.4,10.22
347,Alyangula,90,AU,1559362064,61,-13.85,136.42,78.8,9.17
348,Black River,20,JM,1559362064,74,18.03,-77.85,80.6,4.7
349,Obo,97,CF,1559362065,95,5.39,26.49,69.18,4.25
350,Chapais,90,CA,1559362065,75,49.78,-74.86,41.0,4.7
351,Marataizes,0,BR,1559362065,74,-21.04,-40.82,73.32,6.17
352,Matara,12,PE,1559362066,83,-13.74,-72.9,32.1,0.58
353,Weinan,0,CN,1559362066,39,34.5,109.46,80.6,11.18
354,Mount Gambier,90,AU,1559361811,76,-37.83,140.78,55.4,5.82
355,Rockport,1,US,1559362067,83,28.02,-97.05,82.99,9.17
356,Malanje,95,AO,1559362067,86,-9.54,16.35,61.26,0.45
357,Nirgua,100,VE,1559362067,91,10.15,-68.57,71.88,4.61
358,Jackville,75,CI,1559362067,94,5.21,-4.42,77.0,3.36
359,Hun,41,BE,1559362113,87,50.34,4.87,57.2,2.24
360,Kavaratti,40,IN,1559362114,74,10.57,72.64,87.8,5.82
361,Mabuhay,44,PH,1559362114,71,11.94,124.84,88.98,5.01
362,Marsabit,87,KE,1559362114,63,2.34,37.99,78.72,18.77
363,Luderitz,0,NA,1559362114,87,-26.65,15.16,50.0,4.7
364,Kokopo,100,PG,1559362115,59,-4.34,152.27,85.74,6.11
365,Pimenta Bueno,52,BR,1559362115,86,-11.68,-61.19,73.86,2.66
366,Saint-Pierre,90,FR,1559362116,93,48.95,4.24,53.6,4.7
367,Stony Plain,1,CA,1559362116,45,53.53,-114.0,66.2,8.05
368,Tabas,80,IR,1559362116,36,33.6,56.92,77.0,4.7
369,Shingu,75,JP,1559362116,57,33.72,135.99,75.2,5.82
370,Beder,22,HR,1559362117,87,45.81,15.61,57.2,1.12
371,Kano,28,NG,1559362117,54,11.99,8.53,84.66,12.84
372,Ostrovnoy,28,RU,1559362117,63,68.05,39.51,45.06,20.47
373,Zhanaozen,0,KZ,1559362118,32,43.35,52.85,78.54,11.61
374,Gwalior,20,IN,1559362118,17,26.2,78.16,102.2,4.7
375,Iskateley,99,RU,1559362118,61,67.68,53.15,46.68,17.92
